case_id,pers_id,sentence_date,release_date,crime_type,ed_level,original_sentence_date,original_release_date,original_release_date_plus_1,original_release_date_plus_2,original_release_date_plus_3
706,49790,2010-03-08T00:00:00Z,2010-11-10T00:00:00Z,Property,Bachelor's degree or higher',2010-03-08T00:00:00Z,2010-11-10T00:00:00Z,2011-11-10T00:00:00Z,2012-11-10T00:00:00Z,2013-11-10T00:00:00Z
712,50335,2008-01-24T00:00:00Z,2010-08-05T00:00:00Z,Drug,Associate degree,2008-01-24T00:00:00Z,2010-08-05T00:00:00Z,2011-08-05T00:00:00Z,2012-08-05T00:00:00Z,2013-08-05T00:00:00Z
715,50660,2009-10-09T00:00:00Z,2010-03-13T00:00:00Z,Public,High school degree,2009-10-09T00:00:00Z,2010-03-13T00:00:00Z,2011-03-13T00:00:00Z,2012-03-13T00:00:00Z,2013-03-13T00:00:00Z
716,50660,2012-07-29T00:00:00Z,2014-03-04T00:00:00Z,Violent,High school degree,2009-10-09T00:00:00Z,2010-03-13T00:00:00Z,2011-03-13T00:00:00Z,2012-03-13T00:00:00Z,2013-03-13T00:00:00Z
725,51205,2010-09-18T00:00:00Z,2010-12-27T00:00:00Z,Property,Less than high school,2010-09-18T00:00:00Z,2010-12-27T00:00:00Z,2011-12-27T00:00:00Z,2012-12-27T00:00:00Z,2013-12-27T00:00:00Z
726,51205,2011-07-04T00:00:00Z,2012-08-18T00:00:00Z,Violent,Less than high school,2010-09-18T00:00:00Z,2010-12-27T00:00:00Z,2011-12-27T00:00:00Z,2012-12-27T00:00:00Z,2013-12-27T00:00:00Z
729,51530,2008-08-16T00:00:00Z,2010-04-11T00:00:00Z,Drug,Some college,2008-08-16T00:00:00Z,2010-04-11T00:00:00Z,2011-04-11T00:00:00Z,2012-04-11T00:00:00Z,2013-04-11T00:00:00Z
732,51855,2009-11-27T00:00:00Z,2010-06-27T00:00:00Z,Property,High school degree,2009-11-27T00:00:00Z,2010-06-27T00:00:00Z,2011-06-27T00:00:00Z,2012-06-27T00:00:00Z,2013-06-27T00:00:00Z
739,52400,2007-06-27T00:00:00Z,2010-03-14T00:00:00Z,Drug,Associate degree,2007-06-27T00:00:00Z,2010-03-14T00:00:00Z,2011-03-14T00:00:00Z,2012-03-14T00:00:00Z,2013-03-14T00:00:00Z
740,52400,2011-01-01T00:00:00Z,2011-08-27T00:00:00Z,Drug,Associate degree,2007-06-27T00:00:00Z,2010-03-14T00:00:00Z,2011-03-14T00:00:00Z,2012-03-14T00:00:00Z,2013-03-14T00:00:00Z
741,52400,2012-10-30T00:00:00Z,2013-03-24T00:00:00Z,Public,Associate degree,2007-06-27T00:00:00Z,2010-03-14T00:00:00Z,2011-03-14T00:00:00Z,2012-03-14T00:00:00Z,2013-03-14T00:00:00Z
745,52725,2007-12-27T00:00:00Z,2010-07-10T00:00:00Z,Drug,High school degree,2007-12-27T00:00:00Z,2010-07-10T00:00:00Z,2011-07-10T00:00:00Z,2012-07-10T00:00:00Z,2013-07-10T00:00:00Z
746,52725,2010-11-06T00:00:00Z,2012-11-08T00:00:00Z,Violent,High school degree,2007-12-27T00:00:00Z,2010-07-10T00:00:00Z,2011-07-10T00:00:00Z,2012-07-10T00:00:00Z,2013-07-10T00:00:00Z
754,53270,2008-07-24T00:00:00Z,2010-04-15T00:00:00Z,Violent,Associate degree,2008-07-24T00:00:00Z,2010-04-15T00:00:00Z,2011-04-15T00:00:00Z,2012-04-15T00:00:00Z,2013-04-15T00:00:00Z
755,53270,2011-04-05T00:00:00Z,2012-03-09T00:00:00Z,Public,Associate degree,2008-07-24T00:00:00Z,2010-04-15T00:00:00Z,2011-04-15T00:00:00Z,2012-04-15T00:00:00Z,2013-04-15T00:00:00Z
759,53595,2010-08-26T00:00:00Z,2010-11-26T00:00:00Z,Public,Associate degree,2010-08-26T00:00:00Z,2010-11-26T00:00:00Z,2011-11-26T00:00:00Z,2012-11-26T00:00:00Z,2013-11-26T00:00:00Z
766,54140,2008-11-23T00:00:00Z,2010-11-01T00:00:00Z,Public,Associate degree,2008-11-23T00:00:00Z,2010-11-01T00:00:00Z,2011-11-01T00:00:00Z,2012-11-01T00:00:00Z,2013-11-01T00:00:00Z
769,54465,2009-08-08T00:00:00Z,2010-05-21T00:00:00Z,Property,Associate degree,2009-08-08T00:00:00Z,2010-05-21T00:00:00Z,2011-05-21T00:00:00Z,2012-05-21T00:00:00Z,2013-05-21T00:00:00Z
773,54790,2008-09-04T00:00:00Z,2010-04-10T00:00:00Z,Violent,Less than high school,2008-09-04T00:00:00Z,2010-04-10T00:00:00Z,2011-04-10T00:00:00Z,2012-04-10T00:00:00Z,2013-04-10T00:00:00Z
774,54790,2012-08-21T00:00:00Z,2012-09-28T00:00:00Z,Public,Less than high school,2008-09-04T00:00:00Z,2010-04-10T00:00:00Z,2011-04-10T00:00:00Z,2012-04-10T00:00:00Z,2013-04-10T00:00:00Z
778,55010,2010-07-17T00:00:00Z,2010-11-12T00:00:00Z,Drug,High school degree,2010-07-17T00:00:00Z,2010-11-12T00:00:00Z,2011-11-12T00:00:00Z,2012-11-12T00:00:00Z,2013-11-12T00:00:00Z
781,55335,2008-01-05T00:00:00Z,2010-03-11T00:00:00Z,Violent,Some college,2008-01-05T00:00:00Z,2010-03-11T00:00:00Z,2011-03-11T00:00:00Z,2012-03-11T00:00:00Z,2013-03-11T00:00:00Z
785,55660,2009-05-12T00:00:00Z,2010-03-29T00:00:00Z,Drug,Less than high school,2009-05-12T00:00:00Z,2010-03-29T00:00:00Z,2011-03-29T00:00:00Z,2012-03-29T00:00:00Z,2013-03-29T00:00:00Z
786,55660,2011-10-28T00:00:00Z,2012-06-30T00:00:00Z,Drug,Less than high school,2009-05-12T00:00:00Z,2010-03-29T00:00:00Z,2011-03-29T00:00:00Z,2012-03-29T00:00:00Z,2013-03-29T00:00:00Z
787,55660,2013-08-13T00:00:00Z,2014-08-28T00:00:00Z,Drug,Less than high school,2009-05-12T00:00:00Z,2010-03-29T00:00:00Z,2011-03-29T00:00:00Z,2012-03-29T00:00:00Z,2013-03-29T00:00:00Z
794,56205,2009-01-03T00:00:00Z,2010-06-23T00:00:00Z,Property,Associate degree,2009-01-03T00:00:00Z,2010-06-23T00:00:00Z,2011-06-23T00:00:00Z,2012-06-23T00:00:00Z,2013-06-23T00:00:00Z
798,56530,2008-02-05T00:00:00Z,2010-05-26T00:00:00Z,Drug,High school degree,2008-02-05T00:00:00Z,2010-05-26T00:00:00Z,2011-05-26T00:00:00Z,2012-05-26T00:00:00Z,2013-05-26T00:00:00Z
804,57075,2008-09-24T00:00:00Z,2010-03-18T00:00:00Z,Drug,Associate degree,2008-09-24T00:00:00Z,2010-03-18T00:00:00Z,2011-03-18T00:00:00Z,2012-03-18T00:00:00Z,2013-03-18T00:00:00Z
805,57075,2011-05-01T00:00:00Z,2012-07-15T00:00:00Z,Violent,Associate degree,2008-09-24T00:00:00Z,2010-03-18T00:00:00Z,2011-03-18T00:00:00Z,2012-03-18T00:00:00Z,2013-03-18T00:00:00Z
808,57400,2007-09-03T00:00:00Z,2010-04-11T00:00:00Z,Violent,Less than high school,2007-09-03T00:00:00Z,2010-04-11T00:00:00Z,2011-04-11T00:00:00Z,2012-04-11T00:00:00Z,2013-04-11T00:00:00Z
812,57725,2009-11-14T00:00:00Z,2010-09-29T00:00:00Z,Violent,High school degree,2009-11-14T00:00:00Z,2010-09-29T00:00:00Z,2011-09-29T00:00:00Z,2012-09-29T00:00:00Z,2013-09-29T00:00:00Z
813,57725,2012-02-07T00:00:00Z,2012-08-07T00:00:00Z,Property,High school degree,2009-11-14T00:00:00Z,2010-09-29T00:00:00Z,2011-09-29T00:00:00Z,2012-09-29T00:00:00Z,2013-09-29T00:00:00Z
817,57945,2008-09-01T00:00:00Z,2010-12-20T00:00:00Z,Violent,Associate degree,2008-09-01T00:00:00Z,2010-12-20T00:00:00Z,2011-12-20T00:00:00Z,2012-12-20T00:00:00Z,2013-12-20T00:00:00Z
818,57945,2011-08-23T00:00:00Z,2013-04-03T00:00:00Z,Violent,Associate degree,2008-09-01T00:00:00Z,2010-12-20T00:00:00Z,2011-12-20T00:00:00Z,2012-12-20T00:00:00Z,2013-12-20T00:00:00Z
819,57945,2013-12-11T00:00:00Z,2014-06-17T00:00:00Z,Property,Associate degree,2008-09-01T00:00:00Z,2010-12-20T00:00:00Z,2011-12-20T00:00:00Z,2012-12-20T00:00:00Z,2013-12-20T00:00:00Z
822,58270,2009-06-17T00:00:00Z,2010-09-24T00:00:00Z,Property,High school degree,2009-06-17T00:00:00Z,2010-09-24T00:00:00Z,2011-09-24T00:00:00Z,2012-09-24T00:00:00Z,2013-09-24T00:00:00Z
823,58270,2012-11-09T00:00:00Z,2013-11-05T00:00:00Z,Violent,High school degree,2009-06-17T00:00:00Z,2010-09-24T00:00:00Z,2011-09-24T00:00:00Z,2012-09-24T00:00:00Z,2013-09-24T00:00:00Z
826,58595,2007-12-31T00:00:00Z,2010-04-10T00:00:00Z,Property,Associate degree,2007-12-31T00:00:00Z,2010-04-10T00:00:00Z,2011-04-10T00:00:00Z,2012-04-10T00:00:00Z,2013-04-10T00:00:00Z
833,59140,2008-11-11T00:00:00Z,2010-09-10T00:00:00Z,Violent,High school degree,2008-11-11T00:00:00Z,2010-09-10T00:00:00Z,2011-09-10T00:00:00Z,2012-09-10T00:00:00Z,2013-09-10T00:00:00Z
837,59465,2007-11-26T00:00:00Z,2010-03-14T00:00:00Z,Violent,Bachelor's degree or higher',2007-11-26T00:00:00Z,2010-03-14T00:00:00Z,2011-03-14T00:00:00Z,2012-03-14T00:00:00Z,2013-03-14T00:00:00Z
845,60010,2008-05-05T00:00:00Z,2010-08-07T00:00:00Z,Drug,Less than high school,2008-05-05T00:00:00Z,2010-08-07T00:00:00Z,2011-08-07T00:00:00Z,2012-08-07T00:00:00Z,2013-08-07T00:00:00Z
849,60335,2008-03-17T00:00:00Z,2010-01-27T00:00:00Z,Violent,High school degree,2008-03-17T00:00:00Z,2010-01-27T00:00:00Z,2011-01-27T00:00:00Z,2012-01-27T00:00:00Z,2013-01-27T00:00:00Z
856,60880,2008-01-14T00:00:00Z,2010-01-26T00:00:00Z,Public,High school degree,2008-01-14T00:00:00Z,2010-01-26T00:00:00Z,2011-01-26T00:00:00Z,2012-01-26T00:00:00Z,2013-01-26T00:00:00Z
857,60880,2011-06-28T00:00:00Z,2012-03-15T00:00:00Z,Property,High school degree,2008-01-14T00:00:00Z,2010-01-26T00:00:00Z,2011-01-26T00:00:00Z,2012-01-26T00:00:00Z,2013-01-26T00:00:00Z
858,60880,2013-11-09T00:00:00Z,2014-04-28T00:00:00Z,Property,High school degree,2008-01-14T00:00:00Z,2010-01-26T00:00:00Z,2011-01-26T00:00:00Z,2012-01-26T00:00:00Z,2013-01-26T00:00:00Z
861,61205,2008-03-17T00:00:00Z,2010-07-20T00:00:00Z,Violent,Less than high school,2008-03-17T00:00:00Z,2010-07-20T00:00:00Z,2011-07-20T00:00:00Z,2012-07-20T00:00:00Z,2013-07-20T00:00:00Z
862,61205,2012-12-05T00:00:00Z,2014-10-27T00:00:00Z,Drug,Less than high school,2008-03-17T00:00:00Z,2010-07-20T00:00:00Z,2011-07-20T00:00:00Z,2012-07-20T00:00:00Z,2013-07-20T00:00:00Z
866,61530,2009-08-09T00:00:00Z,2010-03-16T00:00:00Z,Drug,Associate degree,2009-08-09T00:00:00Z,2010-03-16T00:00:00Z,2011-03-16T00:00:00Z,2012-03-16T00:00:00Z,2013-03-16T00:00:00Z
867,61530,2010-09-13T00:00:00Z,2011-07-26T00:00:00Z,Property,Associate degree,2009-08-09T00:00:00Z,2010-03-16T00:00:00Z,2011-03-16T00:00:00Z,2012-03-16T00:00:00Z,2013-03-16T00:00:00Z
868,61530,2012-05-26T00:00:00Z,2013-11-10T00:00:00Z,Drug,Associate degree,2009-08-09T00:00:00Z,2010-03-16T00:00:00Z,2011-03-16T00:00:00Z,2012-03-16T00:00:00Z,2013-03-16T00:00:00Z
872,61750,2007-11-04T00:00:00Z,2010-02-19T00:00:00Z,Property,High school degree,2007-11-04T00:00:00Z,2010-02-19T00:00:00Z,2011-02-19T00:00:00Z,2012-02-19T00:00:00Z,2013-02-19T00:00:00Z
875,62075,2010-05-02T00:00:00Z,2010-12-09T00:00:00Z,Violent,High school degree,2010-05-02T00:00:00Z,2010-12-09T00:00:00Z,2011-12-09T00:00:00Z,2012-12-09T00:00:00Z,2013-12-09T00:00:00Z
879,62400,2009-07-16T00:00:00Z,2010-08-10T00:00:00Z,Drug,Less than high school,2009-07-16T00:00:00Z,2010-08-10T00:00:00Z,2011-08-10T00:00:00Z,2012-08-10T00:00:00Z,2013-08-10T00:00:00Z
880,62400,2012-08-24T00:00:00Z,2013-10-09T00:00:00Z,Drug,Less than high school,2009-07-16T00:00:00Z,2010-08-10T00:00:00Z,2011-08-10T00:00:00Z,2012-08-10T00:00:00Z,2013-08-10T00:00:00Z
887,62945,2010-05-08T00:00:00Z,2010-11-27T00:00:00Z,Drug,High school degree,2010-05-08T00:00:00Z,2010-11-27T00:00:00Z,2011-11-27T00:00:00Z,2012-11-27T00:00:00Z,2013-11-27T00:00:00Z
888,62945,2013-01-29T00:00:00Z,2014-02-26T00:00:00Z,Property,High school degree,2010-05-08T00:00:00Z,2010-11-27T00:00:00Z,2011-11-27T00:00:00Z,2012-11-27T00:00:00Z,2013-11-27T00:00:00Z
892,63270,2007-12-13T00:00:00Z,2010-07-31T00:00:00Z,Violent,Associate degree,2007-12-13T00:00:00Z,2010-07-31T00:00:00Z,2011-07-31T00:00:00Z,2012-07-31T00:00:00Z,2013-07-31T00:00:00Z
898,63815,2008-11-16T00:00:00Z,2010-02-27T00:00:00Z,Drug,Bachelor's degree or higher',2008-11-16T00:00:00Z,2010-02-27T00:00:00Z,2011-02-27T00:00:00Z,2012-02-27T00:00:00Z,2013-02-27T00:00:00Z
902,64140,2009-12-01T00:00:00Z,2010-12-11T00:00:00Z,Property,Bachelor's degree or higher',2009-12-01T00:00:00Z,2010-12-11T00:00:00Z,2011-12-11T00:00:00Z,2012-12-11T00:00:00Z,2013-12-11T00:00:00Z
903,64140,2012-12-10T00:00:00Z,2013-06-29T00:00:00Z,Drug,Bachelor's degree or higher',2009-12-01T00:00:00Z,2010-12-11T00:00:00Z,2011-12-11T00:00:00Z,2012-12-11T00:00:00Z,2013-12-11T00:00:00Z
907,64465,2008-02-25T00:00:00Z,2010-07-27T00:00:00Z,Property,Associate degree,2008-02-25T00:00:00Z,2010-07-27T00:00:00Z,2011-07-27T00:00:00Z,2012-07-27T00:00:00Z,2013-07-27T00:00:00Z
912,64685,2010-06-19T00:00:00Z,2010-10-04T00:00:00Z,Property,High school degree,2010-06-19T00:00:00Z,2010-10-04T00:00:00Z,2011-10-04T00:00:00Z,2012-10-04T00:00:00Z,2013-10-04T00:00:00Z
913,64685,2011-09-19T00:00:00Z,2012-11-15T00:00:00Z,Violent,High school degree,2010-06-19T00:00:00Z,2010-10-04T00:00:00Z,2011-10-04T00:00:00Z,2012-10-04T00:00:00Z,2013-10-04T00:00:00Z
914,64685,2013-04-01T00:00:00Z,2014-07-01T00:00:00Z,Violent,High school degree,2010-06-19T00:00:00Z,2010-10-04T00:00:00Z,2011-10-04T00:00:00Z,2012-10-04T00:00:00Z,2013-10-04T00:00:00Z
918,65010,2008-06-28T00:00:00Z,2010-06-27T00:00:00Z,Violent,Less than high school,2008-06-28T00:00:00Z,2010-06-27T00:00:00Z,2011-06-27T00:00:00Z,2012-06-27T00:00:00Z,2013-06-27T00:00:00Z
919,65010,2011-12-21T00:00:00Z,2014-02-21T00:00:00Z,Drug,Less than high school,2008-06-28T00:00:00Z,2010-06-27T00:00:00Z,2011-06-27T00:00:00Z,2012-06-27T00:00:00Z,2013-06-27T00:00:00Z
922,65335,2009-07-19T00:00:00Z,2010-03-17T00:00:00Z,Property,Bachelor's degree or higher',2009-07-19T00:00:00Z,2010-03-17T00:00:00Z,2011-03-17T00:00:00Z,2012-03-17T00:00:00Z,2013-03-17T00:00:00Z
926,65555,2007-10-11T00:00:00Z,2010-05-08T00:00:00Z,Violent,Less than high school,2007-10-11T00:00:00Z,2010-05-08T00:00:00Z,2011-05-08T00:00:00Z,2012-05-08T00:00:00Z,2013-05-08T00:00:00Z
927,65555,2011-04-12T00:00:00Z,2011-12-26T00:00:00Z,Public,Less than high school,2007-10-11T00:00:00Z,2010-05-08T00:00:00Z,2011-05-08T00:00:00Z,2012-05-08T00:00:00Z,2013-05-08T00:00:00Z
931,65880,2007-10-20T00:00:00Z,2010-02-23T00:00:00Z,Violent,High school degree,2007-10-20T00:00:00Z,2010-02-23T00:00:00Z,2011-02-23T00:00:00Z,2012-02-23T00:00:00Z,2013-02-23T00:00:00Z
932,65880,2010-03-18T00:00:00Z,2010-05-03T00:00:00Z,Drug,High school degree,2007-10-20T00:00:00Z,2010-02-23T00:00:00Z,2011-02-23T00:00:00Z,2012-02-23T00:00:00Z,2013-02-23T00:00:00Z
933,65880,2011-11-14T00:00:00Z,2014-01-24T00:00:00Z,Violent,High school degree,2007-10-20T00:00:00Z,2010-02-23T00:00:00Z,2011-02-23T00:00:00Z,2012-02-23T00:00:00Z,2013-02-23T00:00:00Z
937,66205,2010-01-03T00:00:00Z,2010-11-26T00:00:00Z,Drug,High school degree,2010-01-03T00:00:00Z,2010-11-26T00:00:00Z,2011-11-26T00:00:00Z,2012-11-26T00:00:00Z,2013-11-26T00:00:00Z
938,66205,2013-10-12T00:00:00Z,2014-10-28T00:00:00Z,Property,High school degree,2010-01-03T00:00:00Z,2010-11-26T00:00:00Z,2011-11-26T00:00:00Z,2012-11-26T00:00:00Z,2013-11-26T00:00:00Z
946,66750,2008-06-12T00:00:00Z,2010-06-24T00:00:00Z,Violent,Bachelor's degree or higher',2008-06-12T00:00:00Z,2010-06-24T00:00:00Z,2011-06-24T00:00:00Z,2012-06-24T00:00:00Z,2013-06-24T00:00:00Z
950,67075,2009-03-16T00:00:00Z,2010-05-09T00:00:00Z,Violent,Less than high school,2009-03-16T00:00:00Z,2010-05-09T00:00:00Z,2011-05-09T00:00:00Z,2012-05-09T00:00:00Z,2013-05-09T00:00:00Z
951,67075,2010-12-01T00:00:00Z,2012-06-20T00:00:00Z,Drug,Less than high school,2009-03-16T00:00:00Z,2010-05-09T00:00:00Z,2011-05-09T00:00:00Z,2012-05-09T00:00:00Z,2013-05-09T00:00:00Z
952,67075,2012-12-09T00:00:00Z,2013-11-02T00:00:00Z,Property,Less than high school,2009-03-16T00:00:00Z,2010-05-09T00:00:00Z,2011-05-09T00:00:00Z,2012-05-09T00:00:00Z,2013-05-09T00:00:00Z
959,67620,2009-04-01T00:00:00Z,2010-02-18T00:00:00Z,Drug,Less than high school,2009-04-01T00:00:00Z,2010-02-18T00:00:00Z,2011-02-18T00:00:00Z,2012-02-18T00:00:00Z,2013-02-18T00:00:00Z
962,67945,2010-06-01T00:00:00Z,2010-11-21T00:00:00Z,Property,Less than high school,2010-06-01T00:00:00Z,2010-11-21T00:00:00Z,2011-11-21T00:00:00Z,2012-11-21T00:00:00Z,2013-11-21T00:00:00Z
966,68270,2007-04-09T00:00:00Z,2010-01-23T00:00:00Z,Violent,Bachelor's degree or higher',2007-04-09T00:00:00Z,2010-01-23T00:00:00Z,2011-01-23T00:00:00Z,2012-01-23T00:00:00Z,2013-01-23T00:00:00Z
970,68490,2010-01-03T00:00:00Z,2010-12-24T00:00:00Z,Property,Less than high school,2010-01-03T00:00:00Z,2010-12-24T00:00:00Z,2011-12-24T00:00:00Z,2012-12-24T00:00:00Z,2013-12-24T00:00:00Z
971,68490,2012-11-17T00:00:00Z,2014-03-07T00:00:00Z,Property,Less than high school,2010-01-03T00:00:00Z,2010-12-24T00:00:00Z,2011-12-24T00:00:00Z,2012-12-24T00:00:00Z,2013-12-24T00:00:00Z
974,68815,2009-10-08T00:00:00Z,2010-09-21T00:00:00Z,Violent,Associate degree,2009-10-08T00:00:00Z,2010-09-21T00:00:00Z,2011-09-21T00:00:00Z,2012-09-21T00:00:00Z,2013-09-21T00:00:00Z
977,69140,2009-12-07T00:00:00Z,2010-06-15T00:00:00Z,Property,High school degree,2009-12-07T00:00:00Z,2010-06-15T00:00:00Z,2011-06-15T00:00:00Z,2012-06-15T00:00:00Z,2013-06-15T00:00:00Z
978,69140,2012-09-01T00:00:00Z,2013-03-10T00:00:00Z,Drug,High school degree,2009-12-07T00:00:00Z,2010-06-15T00:00:00Z,2011-06-15T00:00:00Z,2012-06-15T00:00:00Z,2013-06-15T00:00:00Z
985,69685,2008-07-22T00:00:00Z,2010-03-24T00:00:00Z,Drug,Bachelor's degree or higher',2008-07-22T00:00:00Z,2010-03-24T00:00:00Z,2011-03-24T00:00:00Z,2012-03-24T00:00:00Z,2013-03-24T00:00:00Z
986,69685,2012-01-16T00:00:00Z,2013-07-06T00:00:00Z,Property,Bachelor's degree or higher',2008-07-22T00:00:00Z,2010-03-24T00:00:00Z,2011-03-24T00:00:00Z,2012-03-24T00:00:00Z,2013-03-24T00:00:00Z
990,70010,2008-07-17T00:00:00Z,2010-03-19T00:00:00Z,Drug,Associate degree,2008-07-17T00:00:00Z,2010-03-19T00:00:00Z,2011-03-19T00:00:00Z,2012-03-19T00:00:00Z,2013-03-19T00:00:00Z
996,70555,2008-08-15T00:00:00Z,2010-12-22T00:00:00Z,Violent,Associate degree,2008-08-15T00:00:00Z,2010-12-22T00:00:00Z,2011-12-22T00:00:00Z,2012-12-22T00:00:00Z,2013-12-22T00:00:00Z
997,70555,2011-08-02T00:00:00Z,2013-02-02T00:00:00Z,Drug,Associate degree,2008-08-15T00:00:00Z,2010-12-22T00:00:00Z,2011-12-22T00:00:00Z,2012-12-22T00:00:00Z,2013-12-22T00:00:00Z
1001,70880,2009-10-03T00:00:00Z,2010-06-03T00:00:00Z,Property,High school degree,2009-10-03T00:00:00Z,2010-06-03T00:00:00Z,2011-06-03T00:00:00Z,2012-06-03T00:00:00Z,2013-06-03T00:00:00Z
1005,71205,2010-03-01T00:00:00Z,2010-06-11T00:00:00Z,Property,Less than high school,2010-03-01T00:00:00Z,2010-06-11T00:00:00Z,2011-06-11T00:00:00Z,2012-06-11T00:00:00Z,2013-06-11T00:00:00Z
1006,71205,2012-05-22T00:00:00Z,2012-11-06T00:00:00Z,Public,Less than high school,2010-03-01T00:00:00Z,2010-06-11T00:00:00Z,2011-06-11T00:00:00Z,2012-06-11T00:00:00Z,2013-06-11T00:00:00Z
1006,71205,2012-05-22T00:00:00Z,2012-11-06T00:00:00Z,Public,Less than high school,2010-03-01T00:00:00Z,2010-06-11T00:00:00Z,2011-06-11T00:00:00Z,2012-06-11T00:00:00Z,2013-06-11T00:00:00Z
1007,71205,2013-09-22T00:00:00Z,2013-11-11T00:00:00Z,Public,Less than high school,2010-03-01T00:00:00Z,2010-06-11T00:00:00Z,2011-06-11T00:00:00Z,2012-06-11T00:00:00Z,2013-06-11T00:00:00Z
1011,71425,2010-04-19T00:00:00Z,2010-10-02T00:00:00Z,Property,High school degree,2010-04-19T00:00:00Z,2010-10-02T00:00:00Z,2011-10-02T00:00:00Z,2012-10-02T00:00:00Z,2013-10-02T00:00:00Z
1014,71750,2007-05-13T00:00:00Z,2010-02-16T00:00:00Z,Drug,Less than high school,2007-05-13T00:00:00Z,2010-02-16T00:00:00Z,2011-02-16T00:00:00Z,2012-02-16T00:00:00Z,2013-02-16T00:00:00Z
1015,71750,2011-03-23T00:00:00Z,2012-11-07T00:00:00Z,Violent,Less than high school,2007-05-13T00:00:00Z,2010-02-16T00:00:00Z,2011-02-16T00:00:00Z,2012-02-16T00:00:00Z,2013-02-16T00:00:00Z
1016,71750,2014-04-15T00:00:00Z,2014-09-07T00:00:00Z,Drug,Less than high school,2007-05-13T00:00:00Z,2010-02-16T00:00:00Z,2011-02-16T00:00:00Z,2012-02-16T00:00:00Z,2013-02-16T00:00:00Z
1019,72075,2009-01-27T00:00:00Z,2010-07-11T00:00:00Z,Drug,High school degree,2009-01-27T00:00:00Z,2010-07-11T00:00:00Z,2011-07-11T00:00:00Z,2012-07-11T00:00:00Z,2013-07-11T00:00:00Z
1023,72295,2008-11-19T00:00:00Z,2010-11-16T00:00:00Z,Property,High school degree,2008-11-19T00:00:00Z,2010-11-16T00:00:00Z,2011-11-16T00:00:00Z,2012-11-16T00:00:00Z,2013-11-16T00:00:00Z
1027,72620,2009-01-27T00:00:00Z,2010-03-03T00:00:00Z,Drug,High school degree,2009-01-27T00:00:00Z,2010-03-03T00:00:00Z,2011-03-03T00:00:00Z,2012-03-03T00:00:00Z,2013-03-03T00:00:00Z
1028,72620,2012-06-14T00:00:00Z,2013-02-24T00:00:00Z,Public,High school degree,2009-01-27T00:00:00Z,2010-03-03T00:00:00Z,2011-03-03T00:00:00Z,2012-03-03T00:00:00Z,2013-03-03T00:00:00Z
1032,72945,2008-01-22T00:00:00Z,2010-06-26T00:00:00Z,Drug,High school degree,2008-01-22T00:00:00Z,2010-06-26T00:00:00Z,2011-06-26T00:00:00Z,2012-06-26T00:00:00Z,2013-06-26T00:00:00Z
1033,72945,2011-10-29T00:00:00Z,2013-08-09T00:00:00Z,Drug,High school degree,2008-01-22T00:00:00Z,2010-06-26T00:00:00Z,2011-06-26T00:00:00Z,2012-06-26T00:00:00Z,2013-06-26T00:00:00Z
1041,73490,2009-09-07T00:00:00Z,2010-06-08T00:00:00Z,Property,High school degree,2009-09-07T00:00:00Z,2010-06-08T00:00:00Z,2011-06-08T00:00:00Z,2012-06-08T00:00:00Z,2013-06-08T00:00:00Z
1042,73490,2012-12-13T00:00:00Z,2014-06-01T00:00:00Z,Violent,High school degree,2009-09-07T00:00:00Z,2010-06-08T00:00:00Z,2011-06-08T00:00:00Z,2012-06-08T00:00:00Z,2013-06-08T00:00:00Z
1046,73815,2009-05-22T00:00:00Z,2010-05-02T00:00:00Z,Property,High school degree,2009-05-22T00:00:00Z,2010-05-02T00:00:00Z,2011-05-02T00:00:00Z,2012-05-02T00:00:00Z,2013-05-02T00:00:00Z
1053,74360,2008-01-08T00:00:00Z,2010-11-09T00:00:00Z,Drug,Less than high school,2008-01-08T00:00:00Z,2010-11-09T00:00:00Z,2011-11-09T00:00:00Z,2012-11-09T00:00:00Z,2013-11-09T00:00:00Z
1054,74360,2011-01-21T00:00:00Z,2013-04-13T00:00:00Z,Violent,Less than high school,2008-01-08T00:00:00Z,2010-11-09T00:00:00Z,2011-11-09T00:00:00Z,2012-11-09T00:00:00Z,2013-11-09T00:00:00Z
1055,74360,2014-05-22T00:00:00Z,2014-10-01T00:00:00Z,Public,Less than high school,2008-01-08T00:00:00Z,2010-11-09T00:00:00Z,2011-11-09T00:00:00Z,2012-11-09T00:00:00Z,2013-11-09T00:00:00Z
1058,74685,2010-05-28T00:00:00Z,2010-11-15T00:00:00Z,Drug,High school degree,2010-05-28T00:00:00Z,2010-11-15T00:00:00Z,2011-11-15T00:00:00Z,2012-11-15T00:00:00Z,2013-11-15T00:00:00Z
1062,75010,2008-06-18T00:00:00Z,2010-06-09T00:00:00Z,Violent,Less than high school,2008-06-18T00:00:00Z,2010-06-09T00:00:00Z,2011-06-09T00:00:00Z,2012-06-09T00:00:00Z,2013-06-09T00:00:00Z
1063,75010,2012-07-01T00:00:00Z,2014-03-02T00:00:00Z,Violent,Less than high school,2008-06-18T00:00:00Z,2010-06-09T00:00:00Z,2011-06-09T00:00:00Z,2012-06-09T00:00:00Z,2013-06-09T00:00:00Z
1067,75230,2008-02-05T00:00:00Z,2010-07-19T00:00:00Z,Violent,High school degree,2008-02-05T00:00:00Z,2010-07-19T00:00:00Z,2011-07-19T00:00:00Z,2012-07-19T00:00:00Z,2013-07-19T00:00:00Z
